source_text;ethno
[[club79792461|Русская Полидоксия], всё верно.Не согласиться не с чем,но я имел в виду подход наших соотечественников,у которых пукан разрывается от инакомыслия)Результат всегда труднее оспорить.чем подход. <br/>  <br/> Да,Япония с их синтоизмом очень удачный пример,но наши граждане идут по пути <b>марийцев</b> или мордвы(хоть мокшы,хоть эрзи).И любое указание на то,что суеверие и показное ощущение розового эльфийского мира-бред и самолюбование вызывает обвинения в атеизме и отсутствии духовности. <br/> Поэтому и вопрос-как быть-то?);кыргыз
Русские считают виноватыми в своих проблемах кого угодно: евреев, <b>кавказцев</b>, таджиков и т д, но сами они белые и пушистые;кыргыз
<br/> <br/>  <br/> <br/>Правильно, русским можно, якутам - нет: они спиваются моментально, особенности метаболизма. <br/> <br/>Из личного опыта: якуты пьют будь здоров, метаболизм не возмущается. Я, правда, говорю о маленькой группе людей с кем пил лично. А вот два эвенка, что были с нами, это да. Полный и безобразный капец со 100 грамм. <br/> <br/>Большая часть знакомых мне <b>бурятов</b> тоже неплохо с алкоголем справляется. <br/> <br/>  <br/> <br/>Помнится, у <b>бурят</b> на каждом пригорке - бурхан... водочное приношение на четыре стороны света и унутрь. Так что от Улан-Удэ до Усть-Баргузина дорога весьма утомительна...;кыргыз
"Лозунг \Россия для РУССКИХ\"" - это прежде всего желание обычных людей самоиндифицироваться, быть отличным от серой обезличенной массы. Возможность пахать на своей земле а не на земле мифических россиян. Я РУССКИЙ и не претендую на горы Кавказа это Россия но земля Чеченов, Дагестанцев и других народов, я не претендую на землю <b>нанайцев</b> и чукч - эта тундра их земля по праву. Но позвольте у Республики Чечня есть ПРЕЗИДЕНТ и ратует он прежде всего за своих жителей а уже потом за россиян. Так какого рожна нам русским на 90% населяющих РОССИЮ не говорить что Россия для РУССКИХ?""";поляк
"[[id14273916|Ованес], \О происхождении матери Муслим Магомаев писал, что она родилась в Майкопе, её отец по национальности был турком, а мать наполовину <b>адыгейкой</b>, наполовину русской[8]. О происхождении отца он говорил, что мать его была татаркой (его бабушка Багдагуль-Джамал была родной сестрой Али и Ханафи Терегуловых), а кем по происхождению были предки по его отцу, неизвестно[8][9]. Сам Муслим Магомаев всегда считал себя азербайджанцем[9][10], а про гражданскую принадлежность говорил: «Азербайджан — мой отец, Россия — моя мать»[10].\""""";поляк
[[id190732748|Нурлан], то, что ты оскорбляешь боксера, чести тебе не делает. <br/> Чудинова чудаком называешь, Головкина ты же головкой не называешь? <br/> Хотя они оба родились в одной стране(родина у них СССР у обоих), оба русские. <br/>  <br/> Ты можешь писать что угодно, как истинный казахский националист. Однако факты я уже выше озвучил. И в отличии от твоего бреда, это факты. <br/>  <br/> Кроме того, уверен, как только Гена Головкин проиграет, <b>казахи</b> сразу же вспомнят внезапно, что Головкин-то русский и начнут его хуесосить в интернетах. Такая уж ебланская природа у <b>казахов</b>-степняков;даргинский_прил
@@3f320b15c4b9440 @myrevolutionrus Убивают потому что, Путин вместо защиты русских озабочен только бизнес интересами своих <b>жидовских</b> <b>друзей</b>.;даргинский_прил
- - Вот и в Новороссии выставляют ВОН со своей земли. Молодцы! Хоть здесь мужчины не перевелись! <br/> \ ..... Лиманское – бывшее румынское село Фрикацей. Большинство местных составляют молдаване, <b>гагаузы</b> и русские. Они откровенно враждебно относят;даргинский_прил
Будет весело. Сейчас фашистотатары будут гнать на <b>татар</b> и русских не разделяющих их взгляды. Те в ответ тоже в долгу не останутся. Потом те и другие подтянут своих хомячков и начнётся радостный холивар с матом,угрозами и забитием стрелок. Да прибудет с вами сила!;нанаец
"[[id232525318|Эдуард], вот цитата из вашей ссылки \... так в состав русского народа часто входили татары, литовцы, евреи, <b>поляки</b>, немцы, французы, представители других национальностей.\"" Объясните, пожалуйста, себе как может татарин войти в состав французов и остаться при этом татарином? Куда делись сами Русы при вхождение в их державу различных национальностей? Вам не кажется, что это просто стирание Русов как национальности? Во Франции, например, тоже живет много разных национальностей, но при этом араб считает себя арабом, француз французом, а не французским арабом и французским французом...""";поляк
Институт перевода Библии выпустил перевод Евангелия от Иоанна на язык <b>ненцев</b> — коренного народа России, населяющего евразийское побережье Северного Ледовитого океана от Кольского полуострова до Таймыра. В помощь читателям книга укомплектована аудиозаписью текста на компакт-диске.;казак
"А евреи и <b>армяне</b> не люди? -_- <br/> Может, <b><font color=\#41A317\"">лучше</font></b> написать не \""обычный человек\"", а европеоид, европеец? <br/> P.s: сама русская, т.е. европеоид/европеец""";чурка
"[[id1623838|Андрей], Молдова БЕЗУСЛОВНО является! Ведь это именно там уже наблюдалась попытка \установить русский мир\"" в виде квази-русского просоветского, эммм, формирования что ли - ПМР. И точно такой же ажиотаж был, когда собрались бездельники и порешили - \""а пойдем бить молдаван? А то чо они ссуко <b>нерусские</b>\"".""";чурка
RT @Shulz: Русский солдат, убивший семь человек в Армении, оказался психически больным. А российские солдаты, убивающие <b>украинцев</b> в Донбасс…;чурка
Соглашусь с автором! И у нас в стране живут русские,китайцы,узбеки,армяни и так далее. Но никто не давал нам говорить,что Турмения для <b>туркмен</b>. Отсталые существа говорят такой бред, а так Россию люблю!:) есть очень много добрых,справедливых россиян,благодаря этому держится такая великая страна!));чурка
"RT @trollgnet: Русский мечтает воевать с Америкой. Но делать это по-настоящему он <b><font color=\#E42217\"">ссыт</font></b>, поэтому едет убивать <b>украинцев</b>, представляя, что он…""";чурка
Аргументация - большинство жителей исповедуют ислам.... На чем сие заявление базируется? По данным последней переписи, если мне не изменяет память, 60 % русские, 20 % татары, 10 % марийцы, <b>удмурты</b>, мордвины, и 10% остальные национальности!;чурка
Бля , одно ебное мнение за другим , многое зависит от того кто и где из <b>нерусских</b> вырос потому что это формирует личность , я вырос в в городоке на половину из русских а половина нет и поэтому у меня много русских друзей , и не один из них не скажет всерьезку мне что я хач , поэтому нельзя сказать что все мы плохие;чурка
[[id224848832|Лука], это два слова ни о чем. Это Дугин со своими бестолковыми <b>евразийцами</b> мыслят подобными размытыми категориями. Навыдумывают красивых фраз и нызывают это идеологией. Полноценная идеология конкретна во всех деталях и сферах жизни. Русский национал-социализм - вот это полноценная идеология, сочетающая в себе сам НС, который формулировался нецами не одно столетие, и его применимость в России - на основе старо-славянского и православного мироощущения.;казах
"Я ненавижу ваших мертвых. Всех сразу. Даже молодых. <br/> Я ненавижу ваши слезы. И ваших матерей седых. <br/> Я проклинаю вас навеки за ваши подлые дела, <br/> За то,что Родина когда-то у нас одна на всех была! <br/> Вы не <b>славяне</b>, вы - хазары! Зверьё, отъявленная мразь! <br/> Под польской плетью \незалежность\"" у вас, как видно, завелась. <br/> Она зудит у вас под кожей, зовёт в неведомую даль, <br/> Туда, куда вас звал с собой бандера, и вся эсэсовская шваль. <br/> О, вы, панове -\""западенцы\""! Как вам претит наш русский дух! <br/> О, как немецкие словечки ласкают вам ваш нежный слух! <br/> Хотите жрать и улыбаться, убийцы женщин и детей?! <br/> Хотите, твари, размножаться, плодя подонков и чертей?! <br/> Коричневой чумы отродье, вам от суда не убежать, <br/> Вам в Новороссии придется в могилах общих полежать! <br/> Вас ненавижу даже мертвых! Я ненавижу вас, живых, <br/> И ваших жен. И ваших братьев. И ваших матерей седых <br/>  #antidaun2""";черножопый
"RT @YodNews: Йод выяснил, что 12 000 крымских <b>татар</b> могут потерять дома и землю на полуострове <a href=\http://yodnews.com/2015/02/05/tat\"" target=\""_blank\""><u>http://yodnews.com/2015/02/05/tat</u></a>… <a href=\""http://t.co/NE1n8ISqDE\"" target=\""_blank\""><u>http://t.co/NE1n8ISqDE</u></a>""";хохол
[[id5270979|Галина], зачем. В вашей группе 100% русские фаши и нашисты <b>евразийцы</b>. Они не оценят.;мамалыжник
[[id251851751|Харитон], ты относишься к очень распространённой породе людей. В битве двух негодяев, или двух лицемеров, или двух гомосеков они ОБЯЗАТЕЛЬНО встанут на сторону одного из них. У них неосознанная, нечеловечья потребность считать одного из сражающихся пидорасов ХОРОШИМ, ПРАВИЛЬНЫМ, особенно если это типа наш, русский, пидорас. Я, Харитоша, данным законом не связан. Западло. Если сражаются два пидораса - они для меня оба пидорасы, независимо от национальности. Поэтому ты мне <b>Негра</b> своего в друзья не приписывай - этот пидор прямой конкурент другому пидорасу, которого ты уважаешь.. А что там История подтвердит - не знаешь ни ты, ни я, никто. Так что не усердствуй особо в ясновидении. А картинки свои ты не в тему выкладываешь, потому как на президента твоего молятся все евреи России, а русский народ - в жопе, не у руля он оказался в очередной раз в своей родной стране.;осетинский_прил
"[[id22295962|Тимур], 12-14тысячный карачаевский народ, дал миру столько всего, а ты им не веришь(((( Они замкнутые в двух ущельях, злыми кабардинскими князьями, умудрились вывести лучшую в мире горскую породу лошадей, сшлили одежду, которую проклятые русские назвали-черкеска, хотя карачаевские женщины на самом деле одели весь Кавказ, а хычины это еда древних Алан, когда аланы ели хичины, они становились сильнейшими войнами и давали просраться славянам и арабам. После чего танцевали национальный аланский танец-\ойра ойра мен сени, бен сени\"" который самозванцы осетины назвали-Симд. Кроме того само слово \""орайдарайда\"" тоже было своровано наглым образом всеми народами Кавказа у <b>карачаевцев</b>, что дословно на карачаевском означает(о великий карачай)""";мордовский_прил
[[id151709064|Артём], не то не то не национальность. на терри тории россии коренные народы - славяне, башкиры, <b>удмурты</b>, татары и еще хуева туча прочих. вот и вопрос - что за нацианальность такая - русский?;калмык
"На самом деле это оказался не ребенок, а инвалид. Но все равно не уменьшает подвига героя поста. <br/>  <br/> Пишет очевидец: \Знаете что странно, что по воле обстоятельств я была на том конце Москвы с подругой, и одна из первых заметила дым. Так вот это был инвалид, в основном нерусские парни встали на плечи друг друга и спасли ему жизнь. Еще ужасным моментом было то, что женщина перелезала на соседний балкон, опираясь на выступы дома и крича при этом. Пожарные же приехали только тогда, когда все было практически кончено. У меня даже небольшой шок, что увидела это видео через столько времени\"". <br/>  <br/> Так необычно слышать на фоне \""<b>кавказцы</b> зарезали в метро, <b>кавказцы</b> сбили на авто и тому подобное\"", что невольно подвергаешь сомнениям подобные новости...""";калмык
[[id108075070|Артём], она нацистка, пусть мужа <b>азиата</b> ищет или негра, русская для русского это фашизм. Сдохните расисты суки;калмык
"Когда меня спрашивают о национальности я туплю. Вот хотя бы цитата из ВИКИ: \Чулымский этнос сложился в XVII—XVIII веках, как результат смешения тюркских групп, частично телеутов и енисейских кыргызов с мелкими группами селькупов и кетов. Впоследствии в большой степени ассимилировались хакасами и русскими.\"" .....и это только по маминой линии...с папиной всё еще сложнее...Поэтому я чаще гордо говорю, что я \""Кo'ренная сиби'рячка...ну...из тех, кто жил до приезда <b>славян</b>\"" .... ~(^_^')~ ...""";калмык
"[[id142855623|Светлана], конечно не надо доказывать , твоё дело украшать красотой жизнь и создавать новую, это дано только женщинам , а разрушать мы сами умеем. Да и просто подумай сколько пленных .... тысячами, они б парад устроили б уже давно пленных рф))) да и каждый день показывали по 10 человек. а <b><font color=\#41A317\"">лучше</font></b> не заморачивайся , пусть <b>хохлы</b> в своём гавне сами живут, у них уже ж... полная""";калмык
"Какой \Гарный хлопец!\"".Не дано некоторым людям понять,что - \""ЭТО\"" - уже было!!!!\""БЫЛО\"" - с нашими предками!Наши ПРЕДКИ были не глупее нас! ПРЕДКИ, в свое время,ВСЕ взвесили! И,в свое время, давно,когда то, УЖЕ приняли решение! РЕШЕНИЕ, которое опиралось на ИХ (СВОЕ) прошлое !!! И ОНИ сделали - ВЫВОД ! ВЫВОД на ТЫСЯЧИ ЛЕТ вперед!!!! Русские и Украинцы - БРАТЬЯ ! И МЫ должны жить вместе ! Быть за одно ! НАША СИЛА ОТ <b>басурманов</b> со всех сторон,пытающихся нас подчинить,завладеть богатством наших территорий - в нашем ЕДИНСТВЕ ! Так и образовалась РУСЬ !""";калмык
Я как человек общающийся с московск. пропагандистами кремля могу сказать что слова путина звучат так - <b>казахи</b> это недонарод(мягкое выражение слова чурки) тупые и отсталые и единственное где они должны жить это в составе рос. империи(рф это блеф в реальности сейчас идет строительсов рос. империи 2.0) ...то есть для путина как и многих русских <b>казахи</b> это что то на уровне узбеков и таджиков которых в называют чурками и которые ежедневно убивают скинхеды-нацисты;мамалыжник
"Не дано некоторым людям понять,что - \ЭТО\"" - уже было!!!!\""БЫЛО\"" - с нашими предками!Наши ПРЕДКИ были не глупее нас! ПРЕДКИ, в свое время,ВСЕ взвесили! И,в свое время, давно,когда то, приняли решение! РЕШЕНИЕ, которое опиралось на ИХ (СВОЕ) прошлое !!! И наши предки сделали - ВЫВОД ! ВЫВОД на ТЫСЯЧИ ЛЕТ вперед!!!! Русские и <b>Украинцы</b> - БРАТЬЯ ! И МЫ должны жить вместе ! Быть за одно ! НАША СИЛА ОТ басурманов, со всех сторон пытающихся нас подчинить,завладеть богатством наших территорий - в нашем ЕДИНСТВЕ ! ДОНБАСС ЭТО ПОНЯЛ РАНЬШЕ ВСЕХ!""";нерусский
[[id63235620|Едік], пиши по русски чёрт ебливый, заебали интернет заполнять, недоношеные дети <b>салоедов</b>;калмык
"О как. <br/> Ещё интересней. <br/> Читаю свидетельства - косяком несколько штук подряд. <br/> 1941 год. Юг России (Украина). Перед наступающими немцами удирают <b>цыгане</b>. И по пути массово, в наглую, обворовывают, пользуясь отсутствием власти, других беженцев - русских, украинцев, молдаван.  <br/>  <br/> Один из свидетелей рассказывает, как видел потрясённых до столбняка немцев - настигнув и пришлёпнув один табор, те начали проводить обыск... и буквально по колено оказались в обручальных кольцах, серёжках, цепочках и прочей женской мелочи. Ворованное сыпалось буквально отовсюду.Потом один из немцев, старший возрастом, сказал громко и брезгливо: \Diebe!\"" (\""Ворьё!\""), и они стали всё это упаковывать и опечатывать...  <br/>  <br/> Мда. Тоже... пострадавший народ. Млять.""";калмык
"[[id24726404|Зина], у меня лично ненависти нет. Наоборот. Половина родни на Украине. Как раз нас на украине не любили всегда. Наслушалась я про \ москалей\"" и \""<b>кацапов</b>\"" когда к родне приезжала.  <br/> Я и сейчас жалею украинцев. И многие россияне жалеют. Но больше всего жалко этнических русских которые жили в Украине и считались людми второго сорта, а теперь уничтожаются семьями. Столько детей гибнет! Сколько детей инвалидами стало! Мне их больше жаль чем тех украинских солдат которые погибли пройдя на Донбасс с войной.""";киргизский_прил
"Ответить Степан Здоровенко Я тоже ссылкой интересуюсь про то, что \Россия не может быть многонациональным государством почитай статьи ООН об этом!\"" <br/> ггггггггггггггг <br/> Держитесь, татары, адыгейцы, буряты, эвенки, <b>абхазы</b> и другие товарищи россияне, вы оказывается все русские. Повеселилась.?""";поляк
"Я бы дистанцировал понятия \еврей\"" и \""жид\"". <br/> Вассерман, к слову, тоже не <b>нанаец</b>. <br/>  <br/> А то, что <b><font color=\""#E42217\"">жиды</font></b> постоянно играют с нацистами, взращивают их постоянно - ничего удивительного... <br/> Израиль, к примеру, пожалуй единственное националитическое госсударство - гражданином может стать лишь еврей по матери, либо иудей по вероисповеданию. Так же было и в нацистской Германии - либо \""ариец\"", либо убждённый нацист.""";чеченец
"[[id663967|Владимир], погоди, а с чего ты взял, что их мало? Про титульность нации в Тартарии ты откуда взял? <br/> Я тебе русским языком написал, что татар много, есть даже финские и польские татары. А твои \славяне\"" состоят в основном из \""русских\"", мордва, <b>чудь</b>, лапари, которых в русские записали и их (финно-угров) никогда официальная наука в славяне не записывала. Так что твои выдуманные \""славяне\"" никак не могут быть никакой титульной нацией. Ну и еще один момент, славяне - не нация.  <br/> Прежде чем спорить на такие темы кашу в голове прибери.""";немец
Apropos, даже среди Героев СССР (уж и не говорю про обычных солдат) были представители десятков национальностей: <br/> Русские - 7998  <br/> украинцы - 2021, <br/> белорусы - 299, <br/> татары - 161, <br/> евреи - 107, <br/> казахи - 96, <br/> грузины - 90, <br/> армяне - 89, <br/> узбеки - 67, <br/> мордвинцы - 63, <br/> чуваши - 45, <br/> азербайджанцы - 43, <br/> башкиры - 38, <br/> осетины - 33, <br/> марийцы - 18, <br/> туркмены - 16, <br/> литовцы - 15, <br/> таджики - 15, <br/> латыши - 12, <br/> киргизы - 12, <br/> коми - 10, <br/> удмурты - 10, <br/> эстонцы - 9, <br/> немцы - 9 <br/> карелы - 8, <br/> буряты и монголы - 8, <br/> калмыки - 8, <br/> кабардинцы - 8, <br/> адыги - 6, <br/> крымские татары-6 <br/> чеченцы-5 <br/> французы - 4 <br/> <b>абхазы</b> - 4, <br/> якуты - 2, <br/> молдаване - 2, <br/> тувинец - 1,;украинец
[[id663967|Владимир], прежде чем верить в такую чушь ты ответь хотя бы сам себе на вопрос: кто такой русский, кто такой татарин и почему у родителей <b>мордвинов</b> рождаются русские? ПОка не обдумаешь даже не поднимай эту тему со мной. У тебя в голове полная каша в отношении этих вопросов.;киргизский_прил
Не-е-т, по переписи населения 2002 года численность хантов в России составляет 28 678 человек, так, что <b>манси</b> просто нет в этом списке, очевидно, потому что не ведут традиционный образ жизни в тундре. И <b>манси</b>, ведь, очень сильно ассимилировались с русскими и другими народами;казах
[[id156140084|Варвара], это слова Карамзина. Читай его труды, дура малолетняя. А не доморощеных Путинских ис ториков слушай. На месте Москвы современной 1000 лет назад жила <b>мордва</b>. А на месте Питара, финно-угорские племена. Сибирь вообще захвачена Ермаком в 16 веке. И никакого государства на территории эрэфии, 1000 лет назад не было. А на территории Украины была Киевская Русь. Ты с этим будешь спорить, деточка? Россия по сути искусственное гос-во. Все территории отняты у других народов. Та же Чечня и Дагестан.;казах
Бред полный! очень хорошо укладывается в политику разделения одного народа на противоборствующие группы! Давайте пойдём дальше и противопоставим мордву, чувашей, <b>казаков</b>, сибирцев. питерцев, мурманчан и т.д. <br/> Прикол в том, что чеченец, да что там чеченец!!?? да же армянин, грузин и еврей в европе и у пендосов нифига не нэзалэжные и самостийные! Они там РУССКИЕ!!!;казах
[[id203860644|Rasa], Наконец, почему этой зимой, вместе с <b>карелами</b>, финнами и вепсами, сотни русских людей в Сортавале (по-русски «Обделённая светом») и Лахденпохье (по-русски «глубокий залив») вышли на улицы с поддержкой требований коренного населения о независимости Карелии и её реинтеграции с Финляндией? <br/> А это что?;казах
[[id110540621|Магомед], аххаха, ну раз уж такой пиздеж ) ты я так понимаю <b>Даг</b> , да ?) ну явно с тех краев , так вот , какой бы хуевой твоя нация не была ты должен уважать её, ты просто пиздюк , который сидит в пабликах типо кежуал , где все почти правые, так вот и ты гонишься за ними , хотя ты блядь не русский и тебе тут делать нехуй , я понимаю , что <b>дагов</b> уже терпеть не могут блядь , так как все эти взрывы , лезгинки на кр.площади и т.д , но ты должен оставаться тем кто ты есть ) хоть ты и не РУСИЧ;казах
Типичный <b>хач</b>: не может победить честно, начинает использовать грязь. Как в ответ получил пизды, бегут его братья. Таких видео десятками видел;удмурт
"Сергей, восстанем против расовых стереотипов) <br/>  <br/> Есть мнение, что все <b>азиаты</b> <b><font color=\#41A317\"">умные</font></b>, а русские пьют только водку, все афроамериканцы круто читают реп и играют в баскет, все индейцы прекрасно снимают скальпы, например) <br/> Но это далеко не так??""";удмурт
[[id259200751|Никодим], пока я новых лидеров не вижу сильных, которые хотя бы как-то что-то новое построят, будет просто разворовывание и съебывание за бугор, да и мультинаци вряд ли можно как-то уничтожить, для этого надо стереть историю, стереть казанские завоевания, крымских татар, <b>башкир</b> и прочих - стереть это все не возможно, только ограничить, поставить русских у руля, лично мне видится иной какой-то новый мир пока большой утопией, самое оптимальное ориентироваться на империю до 17 года;чудь
[[id244179615|Василий], я в спецназе ГРУ служил, у нас русских с татарами было 50/50 и это составляло процетов 70 от общей массы, также были <b>удмурты</b>, чуваши, дагестанцы, грузины. Всех по немногу. Про какие 80% ты говоришь - не понятно);балкарец
[[id268347791|Сингл], я русская. В России есть очень,очень маленькая категория людей,которые из-за своей малообразованости считают русских проживающих в Казахстане -<b>казахами</b>.По-ходу,уж извините,но вы из этой категории) Люди , разных национальностей (русские,<b>казахи</b>,татары,немцы,уйгуры,чеченцы и т.д),проживающие в Казахстане считаются <b>казахстанцами</b>. Коренная нация -<b>казахи</b>. Я ,надеюсь,вы меня поняли;азербайджанский_прил
"\\""Начав заниматься своими крестьянскими корнями, вы придете к осознанию того, что вашими предками были угро-финны либо <b>мордва</b>, дойдете до крестоприводных книг финно-угорских или мордовских племен, и зададитесь вопросом: А русский ли я? Насколько я вообще русский?... <br/> А в качества основателя рода может оказаться финно-угорский либо мордовский Шактай или Шманай, получивший при крещении имя Иван или Василий, а его дети-внуки-правнуки, соотвественно, будут носить уже русские имена и отчества.\"" <br/>  <br/> Да, финно-угры мы, да, скифы мы.""";азербайджанский_прил
"А какая религия, на Ваш взгляд, \официальная\"" в России? <br/> Является ли обязанностью граждан РФ исповедовать именно эту \""официальную\"" религию? <br/>  <br/>  <br/> Готов поспорить, что Вы по внешнему виду не отличите <b>карела</b>, удмурта, подавляющее число татар от столь любимых Вами славян. <br/> Таджиков,узбеков и киргизов отличаю от славян. <br/> В поезде работали девушки из Узбекистана. <br/> В магазинах Москвы таджички. <br/> Так понятно?""";чукча
[[id156774014|Alibekov],  <br/> Народы Численность в 2002 году, <br/> тыс. чел.[34] Численность в 2010 году <br/> тыс. чел.[35][36] <br/> <b>Аварцы</b> ? 758,4 (29,4 %) 850,0 (29,4 %) <br/> Даргинцы ? 425,5 (16,5 %) 490,4 (17,0 %) <br/> Кумыки ? 365,8 (14,2 %) 431,7 (14,9 %) <br/> Лезгины ? 336,7 (13,1 %) 387,7 (13,3 %) <br/> Лакцы ? 139,7 (5,4 %) 161,3 (5,6 %) <br/> Азербайджанцы ? 111,7 (4,3 %) 125,1 (4,3 %) <br/> Табасараны ? 110,2 (4,3 %) 121,9 (4,2 %) <br/> Русские ? 120,9 (4,7 %) 104,0 (3,6 %);чукча
[[id9183485|Юрий], В число 55 национальностей, проживающих на территории Китая, входят: чжуан, хуэй, уйгуры, и, мяо, маньчжуры, тибетцы, монголы, туцзя, буи, корейцы, дун, яо, бай, хани, <b>казахи</b>, тай, ли, лису, шэ, лаху, ва, шуй, дун-сяны, наси, ту, киргизы, цян, дауры, цзинпо, мулао, сибо, салары, буланы, гэлао, маонань, таджики, пуми, ну, ача-ны, эвенки, цзин, бэнлуны, узбеки, цзи-но, югуры, баоань, дулуны, орочоны, татары, русские, гаошань, хэчжэ, мэньба, лоба (расположены в порядке убывания численности).;латыш
"[[id24932598|Діма], при чём тут универсал? При чём тут славянские племена? Повторю, как и когда русские превратились в \<b>украинцев</b>\""? В \""украинскую нацию\""? Вы, юноша, навалили всё в кучу. И Екатерину и персов с Киевской Русью. С нацией то что?""";нанаец
Наташа Ильина(Скопенко) <br/> 00:29 <br/> Москва!!!!! Прошу перепост!!!! Идем без признаков государственности!!!! Мы просто внуки дедов которые воевали!!!!Не надо Меркель ничего доказывать!!!! Просто внука, дети!!! <b>Казахи</b>!!Русские!!!Узбеки!!! Украинцы!!!! Таджки!!!Литыши!!Грузины!!!Малдовы!!Туркмены!!И все гого я не назвала!!!!!!Прошу Вас выйти!!!!!!!!!!!!!!!!!!!!;нанаец
[[id281126227|Nekto], и что в анапе и прочем? Там бегают с оружием наши наперевес? там открывают огонь в жилом квартале рядом со школой? Там <b>кавказцам</b> навязывают свои обычаи? Нет, наверное. Они же не Великие Гордые Ингушские Воины. Только Избранные Великие Ингушские Воины имеют права стрелять в спальном районе у детях на глазах. Только они имеют Истинное Право не гадить в своём доме, но ходить посрать в чужой огород. Только они достойны гордиться своей культурой и презирать всё, выходящее за её рамки. Только они могут вести Истинную Освободительную Борьбу Против Властей на деньги других властей. Да! Истинные воины! Истинная гордость! Истинная честь!;нанаец
[[id193424578|Timur], более 90% русских. Где там <b>эвенки</b>? можно подробнее);татарский_прил
Я русский, он татарин, он чеченец, он башкир, он чувашь, он <b>аварец</b>, он армянин, он осетин, он мордва, он казах, он удмурт, он мариец, он кабардинец, он кумык, он якут, он лесгин, он бурят, он ингуш, он тувинец, он еврей, он нагаец, он алтаец, он ненец, он абазин, он езид, он эвенк, он агул, он хант, он цахур, он манс, он нанаец, он асириец, он каряк, он эскимос и др. и др. - вместе мы россияне и великая РОССИЯ!!!;азербайджанец
[[id202399087|Алексей], то,что Карамзин был монархист-не значит,что он был недобросовестным историком. <br/> А вот о летописях и цивилизациях. <br/> До нас дошли оригинальные летописи Лаврентьевская,Первая Новгородская,ипатьевская.Они и есть основа истории Карамзина.НиконовскАЯ!! летопись им критикуется,как недостоверная в его Истории. <br/> Как любят сторонники различных исторических мистификаций и подлогов говорить,что кто-то летописи переписал,кто-то что-то спрятал и пр. <br/> Цивилизация народов эрзя?Почему молчат?О <b>мордве</b> наши летописи упоминают.НО эти земли не были русскими,потому и упоминания эпизодические.И что же это за великая цивилизация,которая не создала своей письменности?) <br/> А дирхемы в кладах в основном арабские,домонгольские.;азербайджанец
